Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price_2018_01,Price_2018_02,Price_2018_03,Price_2018_04,Price_2018_05,Price_2018_06,Price_2018_07,Price_2018_08,Price_2018_09,Price_2018_10,Price_2018_11,Price_2018_12,Price_2019_01,Price_2019_02,Price_2019_03,Price_2019_04,Price_2019_05,Price_2019_06,Price_2019_07,Price_2019_08,Price_2019_09,Price_2019_10,Price_2019_11,Price_2019_12,Price_2020_01,Price_2020_02,Price_2020_03,Price_2020_04,Price_2020_05,Price_2020_06,Price_2020_07,Price_2020_08,Price_2020_09,Price_2020_10,Price_2020_11,Price_2020_12,Price_2021_01,Price_2021_02,Price_2021_03,Price_2021_04,Price_2021_05,Price_2021_06,Price_2021_07,Price_2021_08,Price_2021_09,Price_2021_10,Price_2021_11,Price_2021_12,Price_2022_01,Price_2022_02,Price_2022_03,Price_2022_04,Price_2022_05,Price_2022_06,Price_2022_07,Price_2022_08,Price_2022_09,Price_2022_10,Price_2022_11,Price_2022_12,Price_2023_01,Price_2023_02,Price_2023_03,Price_2023_04,Price_2023_05,Price_2023_06,Price_2023_07,Price_2023_08,Price_2023_09,Price_2023_10,Price_2023_11,Price_2023_12,Price_2024_01,Price_2024_02,Price_2024_03,Price_2024_04,Price_2024_05,Price_2024_06,Price_2024_07,Price_2024_08,Price_2024_09,Price_2024_10,Price_2024_11,Price_2024_12,Price_2025_01,Price_2025_02,Price_2025_03,Price_2025_04,Price_2025_05,Price_2025_06,Price_2025_07,Price_2025_08,Price_2025_09,Price_2025_10,Price_2025_11,Price_2025_12,Price_2026_01,Price_2026_02,Price_Current_2026_2_18
G.Skill Sniper X 32 GB,DDR4-3600,4 x 8GB,10.556 ns,19,$6.19,Silver / Camo,0.0,0,$278.85,$280.50,$282.15,$283.80,$285.45,$287.10,$288.75,$290.40,$292.05,$293.70,$295.35,$297.00,$247.50,$237.60,$227.70,$217.80,$207.90,$198.00,$188.10,$178.20,$168.30,$158.40,$148.50,$138.60,$120.45,$122.10,$123.75,$125.40,$127.05,$128.70,$130.35,$132.00,$133.65,$135.30,$136.95,$138.60,$141.90,$145.20,$148.50,$151.80,$155.10,$158.40,$161.70,$165.00,$168.30,$171.60,$174.90,$178.20,$173.25,$168.30,$163.35,$158.40,$153.45,$148.50,$143.55,$138.60,$133.65,$128.70,$123.75,$118.80,$115.50,$112.20,$108.90,$105.60,$102.30,$99.00,$95.70,$92.40,$89.10,$85.80,$82.50,$79.20,$80.85,$82.50,$84.15,$85.80,$87.45,$89.10,$90.75,$92.40,$94.05,$95.70,$97.35,$99.00,$102.30,$105.60,$108.90,$112.20,$115.50,$168.30,$173.25,$178.20,$183.15,$83.16,$134.64,$198.00,$289.08,$316.80,$287.10
Silicon Power SP032GBSVU480F22 32 GB,DDR5-4800,2 x 16GB,16.667 ns,40,$11.00,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$879.93,$879.93,$850.59,$821.26,$791.93,$762.60,$733.27,$703.94,$674.61,$645.28,$615.95,$586.62,$557.29,$527.96,$507.42,$486.89,$466.36,$445.83,$425.30,$404.77,$384.23,$363.70,$343.17,$322.64,$302.11,$281.58,$272.78,$263.98,$255.18,$246.38,$237.58,$228.78,$219.98,$211.18,$202.38,$193.58,$184.78,$175.99,$181.85,$187.72,$193.58,$199.45,$205.32,$299.17,$307.97,$316.77,$325.57,$147.83,$239.34,$351.97,$447.00,$418.84,$418.84
Kingston KTH-PL421/16G 16 GB,DDR4-2133,1 x 16GB,14.065 ns,15,$4.94,Green,0.0,0,$111.23,$111.89,$112.55,$113.20,$113.86,$114.52,$115.18,$115.84,$116.50,$117.15,$117.81,$118.47,$98.73,$94.78,$90.83,$86.88,$82.93,$78.98,$75.03,$71.08,$67.13,$63.18,$59.24,$55.29,$48.05,$48.70,$49.36,$50.02,$50.68,$51.34,$52.00,$52.65,$53.31,$53.97,$54.63,$55.29,$56.60,$57.92,$59.23,$60.55,$61.87,$63.18,$64.50,$65.82,$67.13,$68.45,$69.77,$71.08,$69.11,$67.13,$65.16,$63.18,$61.21,$59.23,$57.26,$55.29,$53.31,$51.34,$49.36,$47.39,$46.07,$44.76,$43.44,$42.12,$40.81,$39.49,$38.17,$36.86,$35.54,$34.22,$32.91,$31.59,$32.25,$32.91,$33.57,$34.22,$34.88,$35.54,$36.20,$36.86,$37.52,$38.17,$38.83,$39.49,$40.81,$42.12,$43.44,$44.76,$46.07,$67.13,$69.11,$71.08,$73.06,$33.17,$53.71,$78.98,$115.31,$126.37,$114.52
G.Skill Ripjaws M5 RGB 32 GB,DDR5-6800,2 x 16GB,10 ns,34,$15.63,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,249.97","$1,249.97","$1,208.31","$1,166.64","$1,124.98","$1,083.31","$1,041.65",$999.98,$958.31,$916.65,$874.98,$833.32,$791.65,$749.99,$720.82,$691.65,$662.49,$633.32,$604.15,$574.99,$545.82,$516.66,$487.49,$458.32,$429.16,$399.99,$387.49,$374.99,$362.49,$349.99,$337.49,$324.99,$312.49,$299.99,$287.49,$274.99,$262.49,$250.00,$258.33,$266.66,$274.99,$283.33,$291.66,$424.99,$437.49,$449.99,$462.49,$210.00,$339.99,$499.99,$634.99,$594.99,$594.99
Corsair ValueSelect 16 GB,DDR4-2133,1 x 16GB,14.065 ns,15,$5.37,Black,0.0,0,$121.10,$121.82,$122.54,$123.25,$123.97,$124.69,$125.40,$126.12,$126.84,$127.55,$128.27,$128.98,$107.49,$103.19,$98.89,$94.59,$90.29,$85.99,$81.69,$77.39,$73.09,$68.79,$64.49,$60.19,$52.31,$53.03,$53.74,$54.46,$55.18,$55.89,$56.61,$57.33,$58.04,$58.76,$59.48,$60.19,$61.63,$63.06,$64.49,$65.93,$67.36,$68.79,$70.23,$71.66,$73.09,$74.52,$75.96,$77.39,$75.24,$73.09,$70.94,$68.79,$66.64,$64.49,$62.34,$60.19,$58.04,$55.89,$53.74,$51.59,$50.16,$48.73,$47.29,$45.86,$44.43,$42.99,$41.56,$40.13,$38.70,$37.26,$35.83,$34.40,$35.11,$35.83,$36.55,$37.26,$37.98,$38.70,$39.41,$40.13,$40.85,$41.56,$42.28,$42.99,$44.43,$45.86,$47.29,$48.73,$50.16,$73.09,$75.24,$77.39,$79.54,$36.12,$58.47,$85.99,$125.55,$137.58,$124.69
Mushkin Redline 16 GB,DDR4-4133,2 x 8GB,9.194 ns,19,$10.62,White,0.0,0,$239.40,$240.82,$242.24,$243.65,$245.07,$246.49,$247.90,$249.32,$250.74,$252.15,$253.57,$254.99,$212.49,$203.99,$195.49,$186.99,$178.49,$169.99,$161.49,$152.99,$144.49,$135.99,$127.49,$118.99,$103.41,$104.83,$106.24,$107.66,$109.08,$110.49,$111.91,$113.33,$114.74,$116.16,$117.58,$118.99,$121.83,$124.66,$127.49,$130.33,$133.16,$135.99,$138.83,$141.66,$144.49,$147.32,$150.16,$152.99,$148.74,$144.49,$140.24,$135.99,$131.74,$127.49,$123.24,$118.99,$114.74,$110.49,$106.24,$101.99,$99.16,$96.33,$93.49,$90.66,$87.83,$85.00,$82.16,$79.33,$76.50,$73.66,$70.83,$68.00,$69.41,$70.83,$72.25,$73.66,$75.08,$76.50,$77.91,$79.33,$80.75,$82.16,$83.58,$85.00,$87.83,$90.66,$93.49,$96.33,$99.16,$144.49,$148.74,$152.99,$157.24,$71.40,$115.59,$169.99,$248.19,$271.98,$246.49
G.Skill Zeta R5 128 GB,DDR5-6000,8 x 16GB,10 ns,30,,Black / White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,999.97","$2,999.97","$2,899.98","$2,799.98","$2,699.98","$2,599.98","$2,499.98","$2,399.98","$2,299.98","$2,199.98","$2,099.98","$1,999.98","$1,899.98","$1,799.99","$1,729.99","$1,659.99","$1,589.99","$1,519.99","$1,449.99","$1,379.99","$1,309.99","$1,239.99","$1,169.99","$1,099.99","$1,029.99",$959.99,$929.99,$899.99,$869.99,$839.99,$809.99,$779.99,$749.99,$719.99,$689.99,$659.99,$629.99,$600.00,$619.99,$639.99,$659.99,$679.99,$699.99,"$1,019.99","$1,049.99","$1,079.99","$1,109.99",$504.00,$815.99,"$1,199.99","$1,523.99","$1,427.99","$1,427.99"
PNY Anarchy 4 GB,DDR4-2133,1 x 4GB,14.065 ns,15,,Black / Red,0.0,0,$42.24,$42.49,$42.74,$42.99,$43.24,$43.49,$43.74,$43.99,$44.24,$44.49,$44.74,$44.98,$37.49,$35.99,$34.49,$32.99,$31.49,$29.99,$28.49,$26.99,$25.49,$23.99,$22.49,$20.99,$18.24,$18.49,$18.74,$18.99,$19.24,$19.49,$19.74,$19.99,$20.24,$20.49,$20.74,$20.99,$21.49,$21.99,$22.49,$22.99,$23.49,$23.99,$24.49,$24.99,$25.49,$25.99,$26.49,$26.99,$26.24,$25.49,$24.74,$23.99,$23.24,$22.49,$21.74,$20.99,$20.24,$19.49,$18.74,$17.99,$17.49,$16.99,$16.49,$15.99,$15.49,$14.99,$14.50,$14.00,$13.50,$13.00,$12.50,$12.00,$12.25,$12.50,$12.75,$13.00,$13.25,$13.50,$13.75,$14.00,$14.25,$14.50,$14.75,$14.99,$15.49,$15.99,$16.49,$16.99,$17.49,$25.49,$26.24,$26.99,$27.74,$12.60,$20.39,$29.99,$43.79,$47.98,$43.49
Samsung M393A2K40CB2-CVF 16 GB,DDR4-2933,1 x 16GB,14.32 ns,21,,Green / Black,0.0,0,$140.82,$141.65,$142.49,$143.32,$144.15,$144.99,$145.82,$146.65,$147.49,$148.32,$149.15,$149.98,$124.99,$119.99,$114.99,$109.99,$104.99,$99.99,$94.99,$89.99,$84.99,$79.99,$74.99,$69.99,$60.83,$61.66,$62.49,$63.33,$64.16,$64.99,$65.83,$66.66,$67.49,$68.33,$69.16,$69.99,$71.66,$73.33,$74.99,$76.66,$78.33,$79.99,$81.66,$83.32,$84.99,$86.66,$88.32,$89.99,$87.49,$84.99,$82.49,$79.99,$77.49,$74.99,$72.49,$69.99,$67.49,$64.99,$62.49,$59.99,$58.33,$56.66,$54.99,$53.33,$51.66,$49.99,$48.33,$46.66,$45.00,$43.33,$41.66,$40.00,$40.83,$41.66,$42.50,$43.33,$44.16,$45.00,$45.83,$46.66,$47.50,$48.33,$49.16,$49.99,$51.66,$53.33,$54.99,$56.66,$58.33,$84.99,$87.49,$89.99,$92.49,$42.00,$67.99,$99.99,$145.99,$159.98,$144.99
Silicon Power XPOWER Zenith Gaming 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$13.94,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,114.93","$1,114.93","$1,077.76","$1,040.60","$1,003.43",$966.27,$929.10,$891.94,$854.78,$817.61,$780.45,$743.28,$706.12,$668.96,$642.94,$616.93,$590.91,$564.90,$538.88,$512.87,$486.85,$460.84,$434.82,$408.81,$382.79,$356.78,$345.63,$334.48,$323.33,$312.18,$301.03,$289.88,$278.73,$267.58,$256.43,$245.28,$234.13,$222.99,$230.42,$237.85,$245.28,$252.72,$260.15,$379.07,$390.22,$401.37,$412.52,$187.31,$303.26,$445.97,$566.38,$530.70,$530.70
Kingston ValueRAM 16 GB,DDR4-2400,1 x 16GB,14.167 ns,17,$12.31,Green / Black,0.0,0,$277.36,$279.00,$280.64,$282.28,$283.92,$285.56,$287.20,$288.85,$290.49,$292.13,$293.77,$295.41,$246.18,$236.33,$226.48,$216.63,$206.79,$196.94,$187.09,$177.25,$167.40,$157.55,$147.71,$137.86,$119.81,$121.45,$123.09,$124.73,$126.37,$128.01,$129.65,$131.29,$132.93,$134.58,$136.22,$137.86,$141.14,$144.42,$147.70,$150.99,$154.27,$157.55,$160.83,$164.12,$167.40,$170.68,$173.96,$177.25,$172.32,$167.40,$162.48,$157.55,$152.63,$147.70,$142.78,$137.86,$132.93,$128.01,$123.09,$118.16,$114.88,$111.60,$108.32,$105.03,$101.75,$98.47,$95.19,$91.91,$88.62,$85.34,$82.06,$78.78,$80.42,$82.06,$83.70,$85.34,$86.98,$88.62,$90.26,$91.91,$93.55,$95.19,$96.83,$98.47,$101.75,$105.03,$108.32,$111.60,$114.88,$167.40,$172.32,$177.25,$182.17,$82.71,$133.92,$196.94,$287.53,$315.10,$285.56
Thermaltake TOUGHRAM XG RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$9.69,Black / Silver,0.0,0,$218.26,$219.55,$220.85,$222.14,$223.43,$224.72,$226.01,$227.30,$228.60,$229.89,$231.18,$232.47,$193.72,$185.98,$178.23,$170.48,$162.73,$154.98,$147.23,$139.48,$131.73,$123.98,$116.24,$108.49,$94.28,$95.57,$96.86,$98.15,$99.45,$100.74,$102.03,$103.32,$104.61,$105.90,$107.19,$108.49,$111.07,$113.65,$116.23,$118.82,$121.40,$123.98,$126.57,$129.15,$131.73,$134.32,$136.90,$139.48,$135.61,$131.73,$127.86,$123.98,$120.11,$116.23,$112.36,$108.49,$104.61,$100.74,$96.86,$92.99,$90.40,$87.82,$85.24,$82.66,$80.07,$77.49,$74.91,$72.32,$69.74,$67.16,$64.57,$61.99,$63.28,$64.58,$65.87,$67.16,$68.45,$69.74,$71.03,$72.32,$73.62,$74.91,$76.20,$77.49,$80.07,$82.66,$85.24,$87.82,$90.41,$131.73,$135.61,$139.48,$143.36,$65.09,$105.39,$154.98,$226.27,$247.97,$224.72
Kingston FURY Impact 16 GB,DDR4-3200,1 x 16GB,12.5 ns,20,$6.92,Black,0.0,0,$155.82,$156.74,$157.66,$158.58,$159.51,$160.43,$161.35,$162.27,$163.19,$164.12,$165.04,$165.96,$138.30,$132.77,$127.24,$121.70,$116.17,$110.64,$105.11,$99.58,$94.04,$88.51,$82.98,$77.45,$67.31,$68.23,$69.15,$70.07,$70.99,$71.92,$72.84,$73.76,$74.68,$75.60,$76.53,$77.45,$79.29,$81.14,$82.98,$84.82,$86.67,$88.51,$90.36,$92.20,$94.04,$95.89,$97.73,$99.58,$96.81,$94.04,$91.28,$88.51,$85.75,$82.98,$80.21,$77.45,$74.68,$71.92,$69.15,$66.38,$64.54,$62.70,$60.85,$59.01,$57.16,$55.32,$53.48,$51.63,$49.79,$47.94,$46.10,$44.26,$45.18,$46.10,$47.02,$47.94,$48.87,$49.79,$50.71,$51.63,$52.55,$53.48,$54.40,$55.32,$57.16,$59.01,$60.85,$62.70,$64.54,$94.04,$96.81,$99.58,$102.34,$46.47,$75.24,$110.64,$161.53,$177.02,$160.43
Patriot Viper Xtreme 5 48 GB,DDR5-7600,2 x 24GB,9.474 ns,36,$12.27,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,472.47","$1,472.47","$1,423.39","$1,374.31","$1,325.23","$1,276.14","$1,227.06","$1,177.98","$1,128.90","$1,079.82","$1,030.73",$981.65,$932.57,$883.49,$849.13,$814.77,$780.41,$746.05,$711.70,$677.34,$642.98,$608.62,$574.27,$539.91,$505.55,$471.19,$456.47,$441.74,$427.02,$412.29,$397.57,$382.84,$368.12,$353.39,$338.67,$323.94,$309.22,$294.50,$304.31,$314.13,$323.94,$333.76,$343.58,$500.64,$515.37,$530.09,$544.82,$247.38,$400.51,$588.99,$748.02,$700.90,$700.90
V-Color TRA516G68S834Q 64 GB,DDR5-6800,4 x 16GB,10 ns,34,$25.31,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,049.97","$4,049.97","$3,914.98","$3,779.98","$3,644.98","$3,509.98","$3,374.98","$3,239.98","$3,104.98","$2,969.98","$2,834.98","$2,699.98","$2,564.98","$2,429.99","$2,335.49","$2,240.99","$2,146.49","$2,051.99","$1,957.49","$1,862.99","$1,768.49","$1,673.99","$1,579.49","$1,484.99","$1,390.49","$1,295.99","$1,255.49","$1,214.99","$1,174.49","$1,133.99","$1,093.49","$1,052.99","$1,012.49",$971.99,$931.49,$890.99,$850.49,$810.00,$836.99,$863.99,$890.99,$917.99,$944.99,"$1,376.99","$1,417.49","$1,457.99","$1,498.49",$680.40,"$1,101.59","$1,619.99","$2,057.39","$1,927.79","$1,927.79"
G.Skill Ripjaws 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,$14.84,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,374.97","$2,374.97","$2,295.81","$2,216.64","$2,137.48","$2,058.31","$1,979.15","$1,899.98","$1,820.81","$1,741.65","$1,662.48","$1,583.32","$1,504.15","$1,424.99","$1,369.57","$1,314.15","$1,258.74","$1,203.32","$1,147.90","$1,092.49","$1,037.07",$981.66,$926.24,$870.82,$815.41,$759.99,$736.24,$712.49,$688.74,$664.99,$641.24,$617.49,$593.74,$569.99,$546.24,$522.49,$498.74,$475.00,$490.83,$506.66,$522.49,$538.33,$554.16,$807.49,$831.24,$854.99,$878.74,$399.00,$645.99,$949.99,"$1,206.49","$1,130.49","$1,130.49"
Kingston FURY Renegade Pro 128 GB,DDR5-6000,8 x 16GB,10.667 ns,32,,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,287.47","$2,287.47","$2,211.23","$2,134.98","$2,058.73","$1,982.48","$1,906.23","$1,829.98","$1,753.73","$1,677.48","$1,601.23","$1,524.98","$1,448.73","$1,372.49","$1,319.11","$1,265.74","$1,212.36","$1,158.99","$1,105.61","$1,052.24",$998.86,$945.49,$892.12,$838.74,$785.37,$731.99,$709.12,$686.24,$663.37,$640.49,$617.62,$594.74,$571.87,$548.99,$526.12,$503.24,$480.37,$457.50,$472.74,$487.99,$503.24,$518.49,$533.74,$777.74,$800.62,$823.49,$846.37,$384.30,$622.19,$914.99,"$1,162.04","$1,088.84","$1,088.84"
Crucial CT2K32G52C42S5 64 GB,DDR5-5200,2 x 32GB,16.154 ns,42,$9.30,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,487.50","$1,487.50","$1,437.92","$1,388.33","$1,338.75","$1,289.17","$1,239.58","$1,190.00","$1,140.42","$1,090.83","$1,041.25",$991.67,$942.08,$892.50,$857.79,$823.08,$788.38,$753.67,$718.96,$684.25,$649.54,$614.83,$580.12,$545.42,$510.71,$476.00,$461.12,$446.25,$431.38,$416.50,$401.62,$386.75,$371.88,$357.00,$342.13,$327.25,$312.38,$297.50,$307.42,$317.33,$327.25,$337.17,$347.08,$505.75,$520.62,$535.50,$550.38,$249.90,$404.60,$595.00,$755.65,$708.05,$708.05
Kingston FURY Renegade Pro 128 GB,DDR5-6000,4 x 32GB,10.667 ns,32,,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,999.98","$4,999.98","$4,833.31","$4,666.64","$4,499.98","$4,333.31","$4,166.65","$3,999.98","$3,833.31","$3,666.65","$3,499.98","$3,333.32","$3,166.65","$2,999.99","$2,883.32","$2,766.65","$2,649.99","$2,533.32","$2,416.65","$2,299.99","$2,183.32","$2,066.66","$1,949.99","$1,833.32","$1,716.66","$1,599.99","$1,549.99","$1,499.99","$1,449.99","$1,399.99","$1,349.99","$1,299.99","$1,249.99","$1,199.99","$1,149.99","$1,099.99","$1,049.99","$1,000.00","$1,033.33","$1,066.66","$1,099.99","$1,133.33","$1,166.66","$1,699.99","$1,749.99","$1,799.99","$1,849.99",$840.00,"$1,359.99","$1,999.99","$2,539.99","$2,379.99","$2,379.99"
G.Skill Flare X 32 GB,DDR4-3200,4 x 8GB,10 ns,16,$8.05,Black,0.0,0,$362.72,$364.86,$367.01,$369.16,$371.30,$373.45,$375.59,$377.74,$379.89,$382.03,$384.18,$386.33,$321.94,$309.06,$296.18,$283.31,$270.43,$257.55,$244.67,$231.80,$218.92,$206.04,$193.16,$180.29,$156.68,$158.82,$160.97,$163.12,$165.26,$167.41,$169.55,$171.70,$173.85,$175.99,$178.14,$180.28,$184.58,$188.87,$193.16,$197.45,$201.75,$206.04,$210.33,$214.62,$218.92,$223.21,$227.50,$231.79,$225.36,$218.92,$212.48,$206.04,$199.60,$193.16,$186.72,$180.29,$173.85,$167.41,$160.97,$154.53,$150.24,$145.94,$141.65,$137.36,$133.07,$128.78,$124.48,$120.19,$115.90,$111.60,$107.31,$103.02,$105.17,$107.31,$109.46,$111.61,$113.75,$115.90,$118.04,$120.19,$122.34,$124.48,$126.63,$128.78,$133.07,$137.36,$141.65,$145.94,$150.24,$218.92,$225.36,$231.79,$238.23,$108.17,$175.13,$257.55,$376.02,$412.08,$373.45
Patriot Viper Elite II 8 GB,DDR4-3600,1 x 8GB,11.111 ns,20,,Red / Black,0.0,0,$73.22,$73.65,$74.09,$74.52,$74.95,$75.39,$75.82,$76.25,$76.69,$77.12,$77.55,$77.98,$64.99,$62.39,$59.79,$57.19,$54.59,$51.99,$49.39,$46.79,$44.19,$41.59,$38.99,$36.39,$31.63,$32.06,$32.49,$32.93,$33.36,$33.79,$34.23,$34.66,$35.09,$35.53,$35.96,$36.39,$37.26,$38.13,$38.99,$39.86,$40.73,$41.59,$42.46,$43.32,$44.19,$45.06,$45.92,$46.79,$45.49,$44.19,$42.89,$41.59,$40.29,$38.99,$37.69,$36.39,$35.09,$33.79,$32.49,$31.19,$30.33,$29.46,$28.59,$27.73,$26.86,$26.00,$25.13,$24.26,$23.40,$22.53,$21.66,$20.80,$21.23,$21.66,$22.10,$22.53,$22.96,$23.40,$23.83,$24.26,$24.70,$25.13,$25.56,$26.00,$26.86,$27.73,$28.59,$29.46,$30.33,$44.19,$45.49,$46.79,$48.09,$21.84,$35.35,$51.99,$75.91,$83.18,$75.39
Kingston FURY Renegade Pro 128 GB,DDR5-5600,4 x 32GB,12.857 ns,36,,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,999.98","$4,999.98","$4,833.31","$4,666.64","$4,499.98","$4,333.31","$4,166.65","$3,999.98","$3,833.31","$3,666.65","$3,499.98","$3,333.32","$3,166.65","$2,999.99","$2,883.32","$2,766.65","$2,649.99","$2,533.32","$2,416.65","$2,299.99","$2,183.32","$2,066.66","$1,949.99","$1,833.32","$1,716.66","$1,599.99","$1,549.99","$1,499.99","$1,449.99","$1,399.99","$1,349.99","$1,299.99","$1,249.99","$1,199.99","$1,149.99","$1,099.99","$1,049.99","$1,000.00","$1,033.33","$1,066.66","$1,099.99","$1,133.33","$1,166.66","$1,699.99","$1,749.99","$1,799.99","$1,849.99",$840.00,"$1,359.99","$1,999.99","$2,539.99","$2,379.99","$2,379.99"
Crucial CT8G4SFS824A 8 GB,DDR4-2400,1 x 8GB,14.167 ns,17,$6.75,Green / Black,0.0,0,$76.02,$76.47,$76.92,$77.37,$77.82,$78.27,$78.72,$79.17,$79.62,$80.07,$80.52,$80.97,$67.47,$64.78,$62.08,$59.38,$56.68,$53.98,$51.28,$48.58,$45.88,$43.18,$40.49,$37.79,$32.84,$33.29,$33.74,$34.19,$34.64,$35.09,$35.54,$35.99,$36.44,$36.89,$37.34,$37.79,$38.69,$39.59,$40.48,$41.38,$42.28,$43.18,$44.08,$44.98,$45.88,$46.78,$47.68,$48.58,$47.23,$45.88,$44.53,$43.18,$41.83,$40.48,$39.14,$37.79,$36.44,$35.09,$33.74,$32.39,$31.49,$30.59,$29.69,$28.79,$27.89,$26.99,$26.09,$25.19,$24.29,$23.39,$22.49,$21.59,$22.04,$22.49,$22.94,$23.39,$23.84,$24.29,$24.74,$25.19,$25.64,$26.09,$26.54,$26.99,$27.89,$28.79,$29.69,$30.59,$31.49,$45.88,$47.23,$48.58,$49.93,$22.67,$36.71,$53.98,$78.81,$86.37,$78.27
G.Skill Ripjaws S5 96 GB,DDR5-5200,2 x 48GB,15.385 ns,40,$10.94,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,624.97","$2,624.97","$2,537.48","$2,449.98","$2,362.48","$2,274.98","$2,187.48","$2,099.98","$2,012.48","$1,924.98","$1,837.48","$1,749.98","$1,662.48","$1,574.99","$1,513.74","$1,452.49","$1,391.24","$1,329.99","$1,268.74","$1,207.49","$1,146.24","$1,084.99","$1,023.74",$962.49,$901.24,$839.99,$813.74,$787.49,$761.24,$734.99,$708.74,$682.49,$656.24,$629.99,$603.74,$577.49,$551.24,$525.00,$542.49,$559.99,$577.49,$594.99,$612.49,$892.49,$918.74,$944.99,$971.24,$441.00,$713.99,"$1,049.99","$1,333.49","$1,249.49","$1,249.49"
Crucial CT4K16G4DFD8213 64 GB,DDR4-2133,4 x 16GB,14.065 ns,15,$5.62,Black / Green,0.0,0,$506.70,$509.70,$512.70,$515.70,$518.70,$521.70,$524.69,$527.69,$530.69,$533.69,$536.69,$539.69,$449.74,$431.75,$413.76,$395.77,$377.78,$359.79,$341.80,$323.81,$305.82,$287.83,$269.84,$251.85,$218.87,$221.87,$224.87,$227.87,$230.87,$233.86,$236.86,$239.86,$242.86,$245.86,$248.85,$251.85,$257.85,$263.85,$269.84,$275.84,$281.84,$287.83,$293.83,$299.82,$305.82,$311.82,$317.81,$323.81,$314.82,$305.82,$296.83,$287.83,$278.84,$269.84,$260.85,$251.85,$242.86,$233.86,$224.87,$215.87,$209.88,$203.88,$197.88,$191.89,$185.89,$179.90,$173.90,$167.90,$161.91,$155.91,$149.91,$143.92,$146.91,$149.91,$152.91,$155.91,$158.91,$161.91,$164.90,$167.90,$170.90,$173.90,$176.90,$179.90,$185.89,$191.89,$197.88,$203.88,$209.88,$305.82,$314.82,$323.81,$332.81,$151.11,$244.66,$359.79,$525.29,$575.66,$521.70
Kingston KTH-PL426S8/8G 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,,Green / Black,0.0,0,$422.49,$424.99,$427.49,$429.99,$432.49,$434.99,$437.49,$439.99,$442.49,$444.99,$447.49,$449.99,$374.99,$359.99,$344.99,$329.99,$314.99,$299.99,$284.99,$269.99,$254.99,$239.99,$224.99,$209.99,$182.49,$184.99,$187.49,$189.99,$192.49,$194.99,$197.49,$199.99,$202.49,$204.99,$207.49,$209.99,$214.99,$219.99,$224.99,$229.99,$234.99,$239.99,$244.99,$249.99,$254.99,$259.99,$264.99,$269.99,$262.49,$254.99,$247.49,$239.99,$232.49,$224.99,$217.49,$209.99,$202.49,$194.99,$187.49,$179.99,$174.99,$169.99,$164.99,$159.99,$154.99,$150.00,$145.00,$140.00,$135.00,$130.00,$125.00,$120.00,$122.50,$125.00,$127.50,$130.00,$132.50,$135.00,$137.50,$140.00,$142.50,$145.00,$147.50,$150.00,$154.99,$159.99,$164.99,$169.99,$174.99,$254.99,$262.49,$269.99,$277.49,$126.00,$203.99,$299.99,$437.99,$479.98,$434.99
